order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure reason
DKbVsJsOnnEScTJmuIzbzyto,ksACeqaniPeZ4CRZ,SAMANTHA THOMAS,129488,RIBRONA Women's Digital Printed Poly Georgette Semi Stitched Lehenga Choli and Dupatta Set,women's clothing,UPI,3,11.99,2023-09-14,Australia,Grafton,www.wayfair.com,BiYY6bLOCZwly417,Y,
NhWR2oKIEEmuz3Cj4vWCQjBT,2KNuyibokxgV8uhr,GARY LOPEZ,156861,YouBella Jewellery Gold Plated Charm Bracelet for Girls and Women (Style 1),accessories,Internet Banking,6,14.39,2024-07-15,Honduras,Ciudad Choluteca,www.costco.com,XaxbuolmJ7oQRfT9,Y,
aQFjVPUTO8PgTo3CY76Y2Xso,0Lxe2cDh4IKyBXrr,RONALD BAKER,312327,BARMUNDA gems 7.25-7.50 Ratti Certified Emerald Panna Panchdhatu Adjustable Rashi Ratan Ring for Astrological Purpose Men...,accessories,Wallet,6,18.0,2024-02-15,Gabon,Gamba,www.ebay.com,EMEJIt7HxCKXQlaF,Y,
ePKrTjelZi69YETKlgQcgV9z,dJvv8B0kI8A65mDB,KEVIN STEWART,417874,Nike Men Shirt,men's clothing,Card,7,41.94,2022-09-06,United States,Longmont,www.amazon.com,BZaPrPYitaz2ydkB,Y,
KSQB5buKz4Fv5MtB5jue1afX,K3AaZTSPh0EBLcff,NICHOLAS WILSON,342483,Amante Print Low Rise Three-Fourth Coverage Hipster Panties (Pack of 3),women's clothing,Wallet,6,7.14,2022-02-06,Mexico,San Luis Potosí,www.ebay.com,pVgTVrj0yzqVCrW5,Y,
fS7ue82fWVbxgOeaUVtKYAyF,,MARIA MITCHELL,230681,A2Z Shop In-Ear Headphones Earphones for Realme 9i In- Ear Headphone | Earphones | Headphone| Handsfree | Headset | Univer...,"tv, audio & cameras",Wallet,6,9.59,2022-05-02,United States,Waynesville,www.costco.com,wYTSwBR82bAMZjSV,Y,
3ZIEZtJVPr8pbMe4nCsSebYo,ZKdjg0IrgjoCvpqy,KATHLEEN GOMEZ,312648,El Regalo 2 PCs Healing Pure Copper Adjustable Unisex Bracelet kada Set for Men & Women - Copper Bracelet for Arthritis Re...,accessories,Internet Banking,4,11.99,2023-10-07,Russia,Zelënodol’sk,www.ebay.com,YIlzwfmOVvVm3tjL,Y,
MHKbv34Ow4tfBRcG3a2tKZPK,5ttuhjWhQAbfpzLS,CAROL COOK,66743,Neewer 200mm Professional Rail Nodal Slide Metal Quick Release Clamp for Camera with Arca Swiss Compatible,"tv, audio & cameras",UPI,1,114.0,2022-02-24,Russia,Zelënodol’sk,www.apple.com,6o2K5n8BLto8rJ9b,Y,
H6IdXYd7dCNCoTBRZ5OfQRnH,qB7hDLjcnllmCZoQ,BENJAMIN PETERSON,159655,Atasi International Blue Butterfly Crystals Gold Plated Party Necklace Set with Earrings For Women (GB5486),accessories,Wallet,6,23.99,2022-10-13,United States,Maywood,www.amazon.com,gjz9FVZ7eaX3ZTQ3,Y,
BwIAlkzbTbaquQKOIkb7HQM6,qKEtTdS8cOD003mo,KATHLEEN KELLY,373360,I A Chikan Pure Cotton Churidar White Pyjama for Mens.,stores,Wallet,4,11.99,2022-08-03,China,Guilin,www.apple.com,aLclZejndce1rUVQ,Y,
qcl1NKbzTbpQRP2J997SpWGn,0enaKzpDa3jNCTp5,KIMBERLY MARTINEZ,115173,Anand Sarees Women's Georgette Saree With Blouse Piece,women's clothing,Wallet,4,26.39,2023-12-23,Russia,Zelënodol’sk,www.ebay.com,zohZxkvQAne3ZKI8,N,Expired Card
YcB1zsnFr7gkzxPUT1zcpCFD,gtJn0hmLS3GNFhZc,REBECCA BELL,522058,Indigo Women's Bermuda Shorts (Pack of 2) (AW21/BLC-118_Blue+ Beige_M,women's clothing,Wallet,1,16.79,2022-02-06,Finland,Lahti,www.ebay.com,jFZyZtJDH4W52UQE,Y,
DnzP9cFZ6PdiKJMO59exT027,cErpGNgZ0pDI9iEH,NICOLE PHILLIPS,78576,"divinezon Polyester Foldable Portable Pop Up Cloth Changing Toilet Tent for Camping Hiking and Picnic, (120 X 120 X 190 c...",sports & fitness,Card,3,47.99,2023-11-12,Russia,Zelënodol’sk,www.amazon.com,uqXHM3BwR2EjsB6h,Y,
2PUdH0QHoJyD9X0y7O8sbhK7,KgGTGKCLnkDIxxQa,NICHOLAS KING,331661,Wellon Triwin TFC 80 GPD Blue Membrane Suitable for All Types of RO Water Purifier Blue.- 1 pcs,appliances,UPI,7,9.6,,Iran,Ahvāz,www.costco.com,KEjEKeLzq54j0HIG,Y,
siL2Y9DEH9eFqig5MOufbz0k,DYB3RyPxtTG5SaVK,RONALD FOSTER,34786,"AkDream's latest Stylish Pu-leather Trendy Cute backpack for collage, School Girls , women and ladies Small 5L(Black)",bags & luggage,UPI,3,8.99,2022-03-07,China,Tumen,www.etsy.com,xXSRaHAE9Y5NOLiW,Y,
gLsMx0rVVLY93g3Putk4prWg,HjWsQq0vQj1zMhaz,DEBRA ALLEN,156687,Om Jewells Combo of Crystal Blue Exquisite Rhodium Plated Pendant Necklace Set and Bracelet for Women,accessories,Internet Banking,4,19.19,2022-09-05,United States,Blackhawk,www.etsy.com,oH5kjUfBdOrCyH0q,Y,
8nicZkskTJQHcUwErlJX5ZK2,JMJGajxXaQrTtXZk,MATTHEW VASQUEZ,493980,Casio G-Shock for Women Analog-Digital Black Dial Women's Watch GMA-S140M-1ADR(G1060),accessories,Card,5,105.54,2022-12-13,Thailand,Chanthaburi,www.alibaba.com,ddXEApFa1AZ6H7TK,Y,
b9htZCjEzUB3dJAFbtyVYYAc,j3rkLW21LHWyfydZ,ROBERT MARTIN,421061,Peter England Men's Cotton Slim Shirt (POKUOLSPV22785_Yellow_M),men's clothing,Internet Banking,8,16.79,2023-12-29,United States,Madera Acres,www.nike.com,SBbafyn7fit5DLI5,Y,
Cm0SkPyUr5Y6qEymD5LzfEOK,aERvDOI3BarHmO2g,BARBARA FLORES,161255,Fresh Vibes Meenakari Fancy Silver Payal for Women - Traditional Design Daily Use Pajeb Payel Anklets for Ladies - Sound M...,accessories,Internet Banking,4,8.39,2024-02-22,United States,Madera Acres,www.bestbuy.com,HDF3obXOxL3QfIMj,Y,
DKlv0EUg0GCkg8gLI8Dk9zso,31mA7Ct7YvtigwNR,RICHARD TAYLOR,446898,Running Shoes,men's shoes,Card,3,12.59,2022-08-05,United States,Vernon,www.apple.com,GocBya3gwp0Vy9Wc,Y,
yfdxMnciw2ZGiG0lg3cjsCBB,NmlEWCG5qlAzwKOz,STEVEN COX,347696,QOXOLYZ Women's Seamless No Show V Shape line line Ice Silk Panties Underwear Multicolor Hipster- Pack of 3,women's clothing,Card,6,5.99,2022-11-20,South Georgia And South Sandwich Islands,Grytviken,www.etsy.com,UHMygXnvqoIChEbJ,Y,
80JRROrQ7eAN2LP5PujwdTBn,efk8FxdIRFqXIL5b,SARAH MURPHY,87023,2ROW Men's Canvas Red Loafers,men's shoes,UPI,7,5.99,2022-07-22,Sweden,Örebro,www.bestbuy.com,dhrSuYsCiRbcy2ci,Y,
cRJY9Gz2saaFIhgoGLGxZqjB,oD2L29JFU9IWce10,SARAH RICHARDSON,307953,Michelangelo Silver Tie Pin With Cufflink for Men's (4 TYPES) (Square),accessories,Internet Banking,3,3.59,2024-03-22,China,Tumen,www.walmart.com,iFW83HSY2v5s1FGe,Y,
cAub3sddrhGALHV4uoXEuMgg,eGBQJrKRfW9hX5F4,MELISSA SCOTT,328927,"Pigeon 1.5 litre Hot Kettle and Stainless Steel Water Bottle Combo used for boiling Water, Making Tea and Coffee, Instant ...",appliances,Wallet,5,18.54,2023-11-21,United States,North Kensington,www.bestbuy.com,6RtZDycmoCpgnR22,Y,
bHqFlb2TgYiBRpuBOQCInVrc,Hzn5JYJigkV3BnWq,MARY LONG,271595,"Van Heusen Men Trunks - 100% Combed Cotton - Plush Back Elasticized Waistband, Double Layer Gusset, Solid_70002_Grey Melan...",men's clothing,Wallet,2,4.31,2023-11-25,Czechia,České Budějovice,www.nike.com,dT0Rj4FLQN9XJ1qp,Y,
oirtDjkQh2IEsdZmDjOPqBvs,gw7dtHP5YnlTLhss,MELISSA COX,227633,Hitage in-Ear Extra Bass Headphones Lossless Nosie Reduction Earphone Wired Headset with Mic for All Smartphones & iOS Dev...,"tv, audio & cameras",Card,7,5.99,2022-08-01,Canada,Thunder Bay,www.etsy.com,X943dh5FvnfIkPDI,Y,
jAXPUz5hpfPXqqsqTyEtMmZB,7lE14j9hsnh5OiQq,AMY TURNER,496395,Aglance 7006 Flower Owl Women Watch,accessories,Card,5,11.99,2023-12-25,United States,Glocester,www.apple.com,9dAikS6ozBY1ZHoW,Y,
WMlUjIJmzBeMPFPMuPgP6Krx,gumXhsTUMKXSXfhr,SARAH SCOTT,71900,DEVICE OF URBAN INFOTECH 20-60 X 60 Spotting Scope High Powered Long Distance Galaxy Telescope with Tripod Stand & Smartph...,"tv, audio & cameras",Wallet,3,71.99,2022-11-20,Mali,Yélimané,www.walmart.com,SHoJ0sESfpxjCO7z,Y,
CwlMSbBfzwFLyYeKQdQQ549A,WVIs6QyHTf5WXfGx,JOHN HARRIS,367431,Tommy Hilfiger Analog Blue Dial Men's Watch-TH1791399,stores,Internet Banking,8,165.0,2024-02-21,United States,East Rockaway,www.apple.com,CbF4YgklNCcEqYQN,Y,
rxXsLVoospYkxbb1tNrqNjFt,EmgEfoEIbhOpkoiz,JORDAN THOMAS,196737,Zeya Yellow Gold Ring,accessories,Internet Banking,7,174.84,2022-05-26,United States,Croydon,www.wayfair.com,GWWzXwPZCRKB4gLc,Y,
hH01ubCQpe99cPNHc2a3VoHW,tuOmeyQ1HNvIo5Ke,ASHLEY HARRIS,216932,Ready Shop go Luminous Geometric Tote bag,accessories,Card,5,33.59,2023-08-22,Brazil,Passos,www.nike.com,Qu2XJUIVjiz0HomM,Y,
TgBJTO5SL7qs2SRyZBqCMp1L,vdbJ9NXSrsp7Z1Jp,GEORGE CASTILLO,14315,"ESR Boost Kickstand Case for Samsung Galaxy S23 Ultra Case, 3 Stand Modes, Military-Grade Drop Protection, Supports Wirele...","tv, audio & cameras",Wallet,5,25.19,2023-06-12,Australia,Grafton,www.homedepot.com,2wj5QPRbpNViY76Y,Y,
21Y8PSkDd6faDUfgLOKWBBsa,HSvhv8jocGiIWj9Z,LARRY SCOTT,249989,"Upix® AC Remote No. 90 (with Backlight), Compatible for Samsung AC Remote Control (Exactly Same Remote Will Only Work)","tv, audio & cameras",Wallet,7,5.39,2024-07-26,China,Jiaxing,www.etsy.com,kD6WXEqosuLu3kJx,Y,
cL0xYec2bbfwzaBslzMMsOOG,X314u1BgfYWYA8Jw,BRANDON WHITE,342373,HiloRill Lingerie Lace Babydoll 2 Piece Sexy Brasso & Net Blended Bra and Panty Sets,women's clothing,Wallet,7,11.99,2022-04-11,Russia,Novoshakhtinsk,www.costco.com,A2TggmjanzEl0PnE,Y,
WtNIy1rzBjXtm2TU7dPpWQ2I,qWttte7wOWsTcYv2,LINDA WHITE,416755,Allen Solly Men Shirt,men's clothing,UPI,1,24.59,2022-10-05,United States,Maywood,www.bestbuy.com,YThxihFWDwss0Zmf,N,Fraud Alert
K7ph3aCqOqJfltygl3jPpt0U,xKtjFwvhnJ2QaBZ6,RONALD NGUYEN,336780,Orient Electric Kratos DIKR10IH 1000-Watt Heavy Dry Iron (Ivory),appliances,Card,6,23.99,2024-08-02,Japan,Kitaku,www.walmart.com,APs65HJ4MeE5wI86,Y,
Y3QRW7hT5R40ZDBqnhsmhL68,0SYjwdZ1xoT2o5Vx,CHRISTINA MOORE,68309,Hot Shoe mounting Foot for Godox V860IIS V860-S Flash Speedlite Repair Parts,"tv, audio & cameras",Wallet,6,59.99,2023-09-09,China,Jiaxing,www.apple.com,Ut3OohosWNg7PaOJ,Y,
tjlFhliNxjox3qYFosPh9U74,XpfOCvzBHfpJ5IQV,KEVIN BAILEY,320991,3NH® Polarized Clip On Sun Glassess Lens Sun Glassess -Parent : Dark Green | 11420,kids' fashion,Card,4,86.36,2024-06-23,United States,Manteca,www.ebay.com,wV3yZIjx8ujiLIue,Y,
MwoKRMTqykEeoGDb92kthIFq,MpBycQdjrlXo8fdE,NATHAN KIM,493924,Sonata Onyx Analog Black Dial Women's Watch-NN8164NM02/NP8164NM02,accessories,UPI,7,25.5,2023-05-02,Iran,Ahvāz,www.nike.com,GnSWxu4eD8pgJTaK,Y,
rp6w68nMk49eoh7FGzbwV9cC,RlZs9ff8niiYxtYF,BETTY GARCIA,4677,New Ware® Multipurpose Hose Pipe for AC Outlet Drain Water 5 Meter,appliances,UPI,5,4.79,2022-03-02,United States,North Kensington,www.amazon.com,vRgvsIJ4KQNi44k4,Y,
yatO5KR3DVQNFuCumCv1eqDy,E2nGNkNXGfHY5Q99,JOSE LEWIS,76663,"Smart Pro NB-9L Charger for Canon PowerShot N, N2, SD4500, SD4500 is, ELPH 510 HS, ELPH 520 HS, ELPH 530 HS Camera Battery...","tv, audio & cameras",Wallet,2,15.59,2024-03-14,United States,Northampton,www.amazon.com,D5G3xU72hGPptyYR,Y,
nGfbclHxFnIKM2yOrgdkfGo2,0ixapUUCFTJUzCWt,CHRISTINA CRUZ,342934,ZEYO Women's Cotton Heart Printed Stylish Night Suit Set of Top & Shorts 5604,women's clothing,UPI,3,23.99,2024-03-30,United States,Lakewood,www.walmart.com,9ZFMtqfuLtUhumsS,Y,
WprCtAAYNBFmeYxLMeq4lKwh,osP3YCXzVnx2sMBb,ASHLEY THOMPSON,92079,Platoon Boots TAN EU 43 / UK 9,men's shoes,Card,9,79.2,2023-11-26,United States,Edgewater,www.ebay.com,v1JpeLmMnW3KU3Mc,Y,
xB4GpQ4pDG81nM3B2AVc1Kbu,iLsRPJkfeZSwVmID,RONALD GOMEZ,371737,SEGA Primer 2023 by Star Impact Pvt.Ltd.,stores,Internet Banking,6,8.28,2022-01-23,United States,Vernon,www.homedepot.com,bXaUjJAWK3yMsddA,Y,
4zXsLnYSLq9P8548NVGuquPh,ECsNqh0EUAMwuRNt,JULIE HERNANDEZ,167732,Carlton London womens Cll-6649 Flat Sandal,women's shoes,Wallet,7,19.14,2024-02-16,Kenya,Kericho,www.apple.com,8R14EMe0w0cwCihv,Y,
cGT5PIVTGwxrOtDS11EAFa7i,tTMSXxo86uoosnTi,JOSE HILL,527394,M MODDY Wide Leg Women Blue Jeans,women's clothing,Card,6,23.99,2022-03-18,Indonesia,Makale,www.amazon.com,6RzaxNwH7mdBOIFC,Y,
FDIzzCrbCJeAMMse5pwF8BmO,hCeK5kAkNF0O4Tvz,HEATHER PEREZ,323476,Crazyink Boys Fleece Hooded Sweatshirt (Printedhoodie_Black_Bts_(8-9)Yr_Pink_15 Years-16 Years),kids' fashion,Internet Banking,3,11.99,CORRUPTED,Kazakhstan,Būlaevo,www.walmart.com,MAVVRVJLP4Xkn9tQ,Y,
8YFAC6r3tboXPnDAqlMYL9jv,WolDqZGV3KYwe7jC,GEORGE SCOTT,17129,"Apple Earphone with Lightning Connector 6/7/8/X/11/12/13/14 Max Sound Bass (White, in The Ear)","tv, audio & cameras",Wallet,3,14.39,2023-03-06,United States,Fairmount,www.costco.com,54AqCI0GFmv1uzQ8,Y,
qP2mlDFeii6Ui8h66vxbtbB0,J6uuSiVXaebBv7e0,RACHEL LOPEZ,177217,Red Chief Leather Casual Boots for Men,men's shoes,Card,2,57.59,2023-02-26,country,city,www.etsy.com,iuG5bZqtBjUN4Fd1,Y,
2DAgDkZHTMntroVBpyVDCU9I,v2OWXUiANtaYVKGa,AMY JAMES,446222,"Li-Ning Cloud ACE III Men's Non-Marking Badminton Shoes (UK 7, AYTP081-1 Black/Red)",men's shoes,UPI,6,71.88,2022-05-29,United States,Meridian,www.amazon.com,uFWjbOh5HXGn624D,Y,
UcuMxwMahVAQoTPSwOGBbZat,dWtEYWtGUMsTuFrB,EDWARD WRIGHT,88554,Red Tape Men's Moccasin,men's shoes,Wallet,7,63.59,2024-02-07,Panama,Bocas del Toro,www.amazon.com,MWjrArXYVBJElWHw,Y,
RJGY1JMintpRRVaOzO7T32z3,TuS2dyz728uEeGJm,KIMBERLY VASQUEZ,180898,Lee Cooper Mens Lc4505a Sneaker,men's shoes,Internet Banking,5,39.59,2023-09-15,Iran,Bam,www.apple.com,0JsfhB7seAZSK3CY,Y,
WyVHEUJmwfMIxhLccKxZZ057,0zDzaXr5GCPg8bhs,NICHOLAS VASQUEZ,195624,Avsar Jewellery 14k (585) Rose Gold Ring for Women,accessories,Internet Banking,7,691.87,2023-08-30,United States,Philipsburg,www.etsy.com,l8SV6kOPflh6xGTW,Y,
6zAeB7aD6yy71F6FNotMCCZz,QURoQEqnbxCUGl5E,ZACHARY BROOKS,21112,Kakss Neoprene Dumbbells sets for Gym Exercise (Proudly Made in India) (0.5+0.5=1 kg Pink),sports & fitness,UPI,,7.19,2024-05-30,United States,Tipp City,www.etsy.com,Zwz3tY7NAEMLEBpU,Y,
LA4g2AH9LN2IVIagSu1PdDWz,EKlamiQrh3wTrSEh,CHARLES ADAMS,490274,BROWN BEAR Design Germany Vintage Ladies Purse,bags & luggage,Wallet,5,35.88,2023-11-16,Nigeria,Kontagora,www.ebay.com,s6SjljUZHAxWs7ZC,Y,
D7PX3T9JM8mLEe1YXE21xvs8,h5zYfvwXKgG3dNFM,KYLE WRIGHT,145177,WoodenTant Women’s Cotton Silk Dhakai Jamdani Handloom Saree In Beige With Multicolor Thread Work without blouse piece,women's clothing,Internet Banking,7,50.4,2023-01-14,Japan,Tsuruoka,www.walmart.com,ZaRpbSBjHXPmOL4C,Y,
JrxTVTIhdlQ1vq1i0fMy4OVw,JDZzcfZ95bd5JDDk,ANTHONY COOPER,449046,ASICS DYNABLAST 2,men's shoes,UPI,6,131.99,2023-12-05,Zimbabwe,Kwekwe,www.ebay.com,CORRUPTED,Y,
AKM1clLqAw0kyZMeJVxx63ir,0i58fbt48alFHbSx,EDWARD VASQUEZ,197612,PC Jeweller 22k (916) Yellow Gold Ring for Women,accessories,Card,8,404.94,2023-06-04,Iran,Bam,www.homedepot.com,5g2CRU1MRmNDTeo2,Y,
QoIAEAMEqRCJKdaBM2GeeNvp,YtJ5BCixKOAD4K9k,JOSHUA WOOD,371113,Bourge Mens Loire-z54 Running Shoes,stores,Internet Banking,1,17.99,2022-01-10,Canada,Selkirk,www.amazon.com,RbxiKw6NrsL8uNwp,Y,
Ef0oQoTATC7YQKnbEkAZHeqF,aaqHA4aLbNc8AyBq,CHRISTOPHER WHITE,273735,"GenX Mens Jazz Printed Outer Elastic Modern Drawer, (Pack of 4)(Colors and Prints May Vary) Multicolour",men's clothing,Card,3,7.97,2024-02-26,Nigeria,Kontagora,www.wayfair.com,CgpiXeVcxf6Wcawb,Y,
zANnFovtJVQ4MHy6T1tfE1n8,zhxMzsJCGPdqY1rL,AMANDA MITCHELL,350418,Kalyani Mid Rise Hipster Panties Pack of 3 | Panties for Women Combo Pack - PV1002,women's clothing,Wallet,8,11.7,2022-07-12,United States,Longmont,www.walmart.com,QjNlLCRhXpKXoDOL,Y,
SoVnzAXix8JroeFdfKxxnyue,yIdrheaLUPqZZ3sH,MICHELLE SMITH,427597,ZEPAD A006 125 Watt Wireless Bluetooth Portable Speaker for Home Party (A006 Black),"tv, audio & cameras",Card,4,35.99,2023-01-05,United States,Northampton,www.apple.com,MErXdsXF9vNuZhv2,Y,
JIIlv026305dMkBvGysxQdgM,rDsr81nBhBsP0vUH,ROBERT JOHNSON,525829,PLUMBURY® Women's/Girl's Cotton Lycra Cycling Shorts/Yoga Shorts/Night Shorts/Under Skirt Safety Shorts (Pack of 3) Black/...,women's clothing,UPI,9,11.99,2022-05-09,Canada,Selkirk,www.wayfair.com,hfLj5PNSwZCTLI44,Y,
7tpmCBVvRbia0tSWa0d9we1A,31mA7Ct7YvtigwNR,RICHARD TAYLOR,121020,Kitty Fashion Women White Petticoat Layer Underskirt HoopSkirt for Ball Gown and Lehengas,women's clothing,Internet Banking,4,31.19,2022-03-12,United States,Maywood,www.wayfair.com,FSfyjAyZytMdHtZr,Y,
i60Jq9Yq5PFoSU23wD982GQN,1xFJaFoiy88Vs3Nf,SCOTT PETERSON,262101,AASONS Multi Angle Triangle Welding Positioner Magnetic Welding Holder Set Fixed Angle Soldering Tools For Fabrication And...,industrial supplies,Wallet,7,9.59,2023-01-06,Brazil,Joinvile,www.walmart.com,xAl1gMlp9vbi0CyS,N,Expired Card
bARdrsaa09f6cucFoDTztDW5,7nUWNGphScdx1f6W,SAMUEL COOPER,38637,"RiaTech Wrist Rest Pad, Mouse Wrist Cushion Support for Office Upgrade Enlarge Memory Foam Set Keyboard for Computer, Lapt...",accessories,UPI,6,27.59,2023-08-24,Indonesia,Makale,www.etsy.com,yLLacgAGymXuh41p,Y,
Kw6twy3Tdyp4M4fsNZRWwRjW,nA1fhr5lYnJVb78p,PATRICK YOUNG,294020,Jeans For Mens For Smartness.(pack of 2),men's clothing,Wallet,3,57.6,2022-01-23,United States,Milton,www.costco.com,FqLPdCf2mEVyhREM,Y,
bCz4xKhd1slMdba7oJblE7oS,qzyhWFyHYMjePObX,DANIEL LEWIS,97918,tZaro Genuine Leather Driving Shoe for Men - STN2311TWNBRW,men's shoes,Wallet,7,33.59,2024-05-06,Brazil,Joinvile,www.homedepot.com,VVUBfzIUd1WMFerC,Y,
0ZA1XvFf0B5NeIHc5cy8cfjn,hJ2hrwd52xY3PFIN,ANDREW TAYLOR,71900,DEVICE OF URBAN INFOTECH 20-60 X 60 Spotting Scope High Powered Long Distance Galaxy Telescope with Tripod Stand & Smartph...,"tv, audio & cameras",Internet Banking,8,71.99,2022-02-17,United States,Fairmount,www.costco.com,7bVQeL4DPUXLG8aQ,Y,
2HDK0uLS7MqbI05bQEUXnDdw,BzIfjHjJq6uJPI7U,SHARON DIAZ,53892,"MASQ By Q-One 4 Layer Washable, Reusable, Size Adjustable, Anti-Bacterial (BFE>99%) Embroidered Cotton Cloth Face Mask Com...",accessories,Wallet,3,8.94,2022-03-17,Iraq,Dahūk,www.alibaba.com,veA9ptk7BQLufcQT,Y,
LylBFsvPv1P3JAFF6X5OqAij,DadwaMl8ToxsuRfJ,ELIZABETH DIAZ,347696,QOXOLYZ Women's Seamless No Show V Shape line line Ice Silk Panties Underwear Multicolor Hipster- Pack of 3,women's clothing,Card,5,5.99,2023-04-09,United States,Woodbury,www.walmart.com,qNvcb7PnqBt3IFIz,Y,
LGT0zfy8eCv7pPLTJ86wkrll,sVzHt4PNDm2ZDmfa,PAUL LOPEZ,148065,MITHILA HANDICRAFTS One Face Rudraksha | Ek Mukhi Rudraksha | Natural | Lab Certified in OM Shaped Panch-Dhatu Pendant |,accessories,Internet Banking,6,20.34,2023-05-07,United States,Madera Acres,www.alibaba.com,mAL3grcKeNv985tF,Y,
QcBTz0SpHH4gqDh77PLTiif0,L30lUwTBNUJmSJOg,JORDAN WRIGHT,522058,Indigo Women's Bermuda Shorts (Pack of 2) (AW21/BLC-118_Blue+ Beige_M,women's clothing,Wallet,4,16.79,2023-04-15,Iran,Ahvāz,www.etsy.com,R4DMb4GHusSrV4Cn,N,Invalid Billing Information
DHuEIcaoAmAEIQZgzSsOzNs0,c3iob5aplSuo4cd0,KEVIN GREEN,268988,AMUL (Pack of 3) Comfy Trunk/Underwear/Brief for Men,men's clothing,Card,2,5.1,2024-07-18,United States,Lake Barcroft,www.apple.com,vRFUryzfkVpvNs48,Y,
CZqQVJts87yQezhxvX10VXKT,0HQDgM4aGL67UTdP,BRIAN WARD,24877,"Cosco Tuff Heavy Weight Ball, Pack of 6, Red, Youth Size",sports & fitness,Internet Banking,4,5.98,2022-06-25,United States,Liberty Lake,www.amazon.com,DVIFuIpI8Y9YpK98,Y,
PBNrynYKYVbP7Qgql51bet3i,5AvyRL4CJPsCaok7,KENNETH RICHARDSON,115173,Anand Sarees Women's Georgette Saree With Blouse Piece,women's clothing,Wallet,3,26.39,2023-09-02,Russia,Votkinsk,www.costco.com,PJh1mi5d2cOutWuO,Y,
