order_id,customer_id,customer_name,product_id,product_name,product_category,payment_type,qty,price,datetime,country,city,ecommerce_website_name,payment_txn_id,payment_txn_success,failure_reason
4580f283-d081-4c5a-bf38-3b8dbd234681,887677,Angela Green,192,Guardians of the Galaxy,Video & Blu-ray,Credit,16,69.85,1973-06-08 02:39,Falkland Islands (Malvinas),New Carol5,www.bestbuy.com/Multi-layered holistic service-desk/,58621,N,card declined
f4af30d5-61c8-4f09-b0f4-676ad0e0a250,301950,Sandra Edwards,60,Android,Software,Cash,14,188.19,1995-05-03 07:32,Marshall Islands,Crawfordshire10,www.alibaba.com/Operative holistic challenge/,82108,Y,card declined
fcdf0875-4b08-42b2-b437-91be235fa004,989550,Nichole Robles,17,Body Lotion,Beauty,Credit,4,155.6,2004-03-15 22:31,Cayman Islands,Rogerschester1,www.amazon.com/Open-source mission-critical service-desk/,24604,Y,insufficient funds
37ba454d-16c2-4559-93b5-474fdd27b114,898028,Danielle Thomas,143,Golf Bag,Sports,Credit,19,32.84,1984-10-09 12:42,Gibraltar,Carrollberg7,www.shopify.com/Front-line zero administration methodology/,15715,Y,payment failed
fbba8c17-9c6e-4b51-9ae3-f9d0527a2a53,872566,David Phelps,7,big ben,Music & DVD,Credit,2,66.84,2015-02-02 08:00,Uganda,Colestad3,www.zappos.com/Focused homogeneous definition/,26734,Y,insufficient funds
15375498-e2d5-43c8-bc35-ee02275c3908,261974,Mark Moore,68,Audemars Piguet Royal Oak,Watches,Cash,7,185.36,1980-08-30 01:00,Saint Martin,Claytonton3,www.newegg.com/Sharable mission-critical interface/,65302,N,network timeout
67646ea6-bbd2-41c2-9ff0-80f8ff903d4f,314416,Autumn Lawrence,24,drums,Musical Instruments,Debit,1,96.66,2001-03-17 12:54,France,West Bethland5,www.wayfair.com/Robust well-modulated encryption/,80300,Y,network timeout
b1993922-504f-4355-8d8f-ad96a426c4a0,159694,Eric Bruce,21,clean slate,Music & DVD,Cash,6,90.66,2017-10-02 09:28,British Virgin Islands,Kevinport4,www.rakuten.com/Exclusive dedicated matrices/,38362,Y,insufficient funds
bc71403b-933b-4201-b8cc-5434a0d5cfa4,185791,Lawrence Williams,14,Soccer Ball,Toys & Games,Cash,2,45.57,1980-06-24 17:26,Tanzania,Port Joshuatown7,www.etsy.com/Cross-platform upward-trending neural-net/,55584,Y,card declined
e01658ca-9bc8-4d6c-af52-43b8a39a5e4c,445667,Janet Smith,230,Water Bottle,Outdoors,Credit,8,31.58,2017-06-27 18:20,Guam,Wrightton9,www.rakuten.com/Sharable responsive intranet/,18036,N,card declined
ce0b96ba-91c0-4fa1-bda1-65aeb0b922c5,749474,Carlos Hughes,90,Lantern,Outdoors,Credit,10,163.6,2008-04-06 23:53,Saint Kitts and Nevis,Lake Bonnieview5,www.walmart.com/Phased neutral access/,66669,N,payment failed
bbd26cb4-9484-4d4d-b58e-c1eb0f275cc3,200286,Michael Patterson,70,Volleyball,Toys & Games,Credit,11,32.69,2012-05-14 23:35,Grenada,East Linda5,www.microcenter.com/Fully-configurable tangible functionalities/,26654,N,insufficient funds
3af18f4b-5bd4-4be5-b553-4b637b6d7055,431338,Carla Fuller,117,Golf Tees,Sports,Debit,15,51.29,2010-03-27 20:43,El Salvador,Michaelland5,www.amazon.com/Diverse dynamic algorithm/,69651,N,network timeout
edeba1f1-0c3a-4271-bc7b-6939e82216d3,366774,Robert Dominguez,90,Lantern,Outdoors,Cash,3,135.14,2010-08-14 04:36,Finland,New Samuelton5,www.zappos.com/Polarized impactful analyzer/,62893,Y,payment failed
f3bf8cb0-a4be-4b77-9e9d-52e1cfddf6da,384912,Matthew Foster,42,vanilla candle,Home & Garden,Cash,7,122.72,1991-12-17 17:36,Syrian Arab Republic,Port Courtney1,www.newegg.com/Secured 6thgeneration emulation/,32280,N,card declined
f972c92d-fae4-4ee0-97c4-20103ebb83e3,261983,Melissa Mayer,32,intense poetry,Fine Art,Cash,19,24.68,2022-09-19 22:32,Guam,South Sarahside2,www.amazon.com/Function-based bottom-line circuit/,61483,Y,insufficient funds
32e7ee5b-24ac-41d0-9a59-d10a4de46d3c,953280,Ashley Rogers,156,Rangefinder,Sports,Debit,19,19.72,2010-10-11 11:59,Honduras,Webertown3,www.amazon.com/Stand-alone 6thgeneration throughput/,79284,Y,payment failed
1a96b951-9ac6-4da7-811b-2e1e9950645c,916283,Mary Lee,7,big ben,Music & DVD,Debit,1,198.59,2020-06-20 03:54,Gibraltar,New Hollyton5,www.wayfair.com/Phased cohesive policy/,72674,N,network timeout
2f0250a5-d2f5-4e06-82a2-d6ce1ae3f22f,688359,Victor Rivera,72,strawberry seeds,Home & Garden,Credit,17,162.16,1973-05-02 00:08,Equatorial Guinea,Port Paul8,www.etsy.com/Organized bottom-line array/,19082,Y,network timeout
9b721539-b5dc-45c9-8b0b-99e4e30e978f,995004,Aaron Phillips,17,Body Lotion,Beauty,Debit,1,65.57,1999-05-13 23:06,Antarctica (the territory South of 60 deg S),North Whitneytown7,www.microcenter.com/Visionary multimedia concept/,40155,N,payment failed
cf228af2-b8ac-40c4-aadd-7f990321f668,708881,Mrs. Jessica Bruce,119,Longines Master Collection,Watches,Debit,4,184.22,2008-01-12 09:38,Mauritius,Butlerville7,www.flipkart.com/Cross-platform modular attitude/,46012,Y,network timeout
47b74f1e-d852-4e9a-a67c-e572c4453805,960821,Crystal Thornton,48,piano,Musical Instruments,Debit,17,60.94,1973-05-13 16:57,Guyana,Aaronmouth6,www.flipkart.com/Inverse optimizing matrix/,89963,Y,network timeout
cfb6be12-09b4-4424-912a-9d14f391da80,658162,Chelsea Mueller,12,Pride and Prejudice,Books,Cash,20,156.44,1991-06-30 14:51,Falkland Islands (Malvinas),Amandaside8,www.aliexpress.com/Proactive modular array/,19312,Y,payment failed
a381e8e5-b7af-435a-ab77-b9d056576b90,224211,Ryan Estes,150,Multi-tool,Outdoors,Credit,8,172.79,2000-01-10 22:29,Aruba,Nguyenville8,www.ebay.com/Intuitive value-added approach/,84974,Y,card declined
098014db-ecb3-462c-8131-834513689675,523837,Glenda Diaz,49,Save Willy,Music & DVD,Credit,3,89.71,1985-02-05 19:43,Hungary,Donovanburgh2,www.walmart.com/Reverse-engineered logistical methodology/,40036,N,insufficient funds
6f1ae319-1bfc-4727-bc3a-3dc43afdc762,943736,Robert Howard,50,Backpack,Outdoors,Debit,16,131.13,2005-02-17 06:12,Falkland Islands (Malvinas),Weeksville9,www.flipkart.com/Function-based real-time hierarchy/,29639,N,network timeout
297f71ba-f4de-4146-9eb3-cb2dadabf16f,352325,Jared Ramirez,26,Basketball,Sports,Debit,9,170.36,1984-02-08 17:29,Samoa,Port Stephanieville2,www.microcenter.com/Synergistic heuristic ability/,15159,N,payment failed
e834fc91-1b2e-45ab-b6a9-7b015971daac,442028,Albert Smith,19,Perfume,Beauty,Debit,1,96.36,2021-03-07 21:25,Tanzania,New Ryanstad6,www.microcenter.com/Future-proofed disintermediate intranet/,29980,Y,card declined
bf958314-e56a-4854-82c6-f6b089779e74,240480,Brian Salas,4,1984,Books,Debit,6,128.68,2006-08-08 02:57,Trinidad and Tobago,Lake Keithport4,www.zappos.com/Team-oriented static conglomeration/,20608,N,card declined
b10240d8-bf24-4574-8c5f-42a00ec450aa,419084,Angela Morales,187,Cartier Tank,Watches,Credit,10,104.5,2022-03-15 00:14,Guinea,Jonathanfort8,www.alibaba.com/User-centric foreground emulation/,69776,N,insufficient funds
c6015460-8b04-4f08-a523-92fdaecfa9e0,719868,Joseph Davies,32,intense poetry,Fine Art,Cash,13,141.74,1988-11-18 21:28,United Kingdom,Andreafurt7,www.walmart.com/Streamlined attitude-oriented system engine/,31604,Y,network timeout
11edb9b9-41fa-4f82-8a77-139208645ba5,227462,Antonio Shelton,10,magnesium,Health & Personal Care,Cash,18,64.54,1982-03-30 03:16,Mali,Amandaside1,www.alibaba.com/Managed modular array/,64721,N,payment failed
fd72b3d9-c81a-446c-aaa8-1ce633402f3b,707034,Kenneth Hudson,176,The Lord of the Rings: The Fellowship of the Ring,Video & Blu-ray,Credit,20,142.62,2009-08-01 20:08,Moldova,Michelleside5,www.etsy.com/Mandatory actuating core/,49565,Y,payment failed
488808e8-7937-4d12-86ed-70dd876e8ac3,653176,Steven West,192,Guardians of the Galaxy,Video & Blu-ray,Credit,6,171.96,2024-02-02 06:25,Moldova,Lake Anthonychester2,www.amazon.com/Vision-oriented multi-state help-desk/,90730,Y,payment failed
aae47e8f-70cc-4de4-9b20-a6edb3f6cf02,188768,Nicholas Williamson,19,Perfume,Beauty,Debit,7,191.24,1980-01-30 15:34,Serbia,Port Laurenstad10,www.zappos.com/Grass-roots uniform array/,66618,N,insufficient funds
67671350-3536-4729-aed5-020857875abc,435263,Rachel Joseph,132,Toys,Pet Supplies,Credit,14,126.0,2008-05-27 06:59,Serbia,Anthonyborough10,www.shopify.com/De-engineered reciprocal success/,54416,Y,card declined
454c28dc-4752-45ae-bfab-78ff0c271421,856250,Darius Montes,192,Guardians of the Galaxy,Video & Blu-ray,Credit,7,24.31,1992-10-20 09:03,Guernsey,Moralesshire5,www.alibaba.com/Advanced full-range hierarchy/,71878,Y,network timeout
038edbc8-c85b-409e-b2f6-b91489049c27,258509,Cole Powers,4,floral painting,Fine Art,Cash,3,83.17,1998-02-16 21:56,Thailand,Hamptonshire4,www.shopify.com/Versatile mobile adapter/,20962,N,card declined
3f3c1092-ff89-4605-bdaa-d3ca1b5400ca,254165,Denise King,78,Tennis Racket,Sports,Debit,4,190.96,2006-02-14 00:08,Pakistan,Clarkfort5,www.walmart.com/Organic didactic hardware/,93423,Y,network timeout
652e9e47-aec6-4dc4-8802-264604177ee4,887144,Andrea Campbell DDS,90,Horizon Forbidden West,Video Games,Credit,17,113.36,1987-06-07 20:24,Lithuania,Rileyborough7,www.overstock.com/Streamlined value-added policy/,95971,Y,payment failed
9c9b3ecd-4d23-449a-9a57-1ba642adbe91,384409,Lisa Montgomery,55,Leash,Pet Supplies,Debit,14,108.79,2009-11-04 00:19,Congo,South Lisa3,www.etsy.com/Total demand-driven functionalities/,64423,N,insufficient funds
51eeaa29-08a2-42b3-909d-9107ef0ea1b7,222152,Christopher Russell,27,Pencils,Office Products,Credit,7,111.65,2000-10-28 08:27,Mongolia,North Robert4,www.etsy.com/Profound modular interface/,29529,N,payment failed
d206393e-3dd1-4cf9-a96d-eb3f53c4113d,675869,Paul Dixon,14,Exfoliator,Beauty,Credit,13,115.74,1988-01-28 18:19,Senegal,Stephaniehaven7,www.ebay.com/Managed upward-trending algorithm/,18914,Y,card declined
6eed9160-9c34-442a-b338-0b798051f0d3,194308,Stephanie Smith,24,macOS Ventura,Software,Debit,6,32.94,1976-11-26 09:06,Djibouti,South Neil6,www.flipkart.com/Persevering solution-oriented frame/,52267,N,insufficient funds
519dfe1a-75fc-4036-8ee5-be60c42bfeee,851960,Teresa Reed,9,Paper,Office Products,Credit,3,199.5,2019-03-30 17:26,Poland,New Julie4,www.shopify.com/Proactive secondary customer loyalty/,95799,Y,network timeout
42feb7c8-d6d0-4f49-9837-06a65205cb80,668254,Susan Rodriguez,65,Volleyball,Sports,Credit,6,197.57,2004-03-28 12:30,Samoa,Bentleymouth10,www.overstock.com/Multi-lateral bottom-line benchmark/,15652,N,network timeout
a0ea2d99-a528-4393-b67d-0912e0ede485,434719,Andrew Garcia,12,Pride and Prejudice,Books,Debit,10,52.6,1974-07-29 16:26,Saint Pierre and Miquelon,New Harry10,www.ebay.com/Re-contextualized 5thgeneration toolset/,72126,Y,card declined
4d349fa4-b030-4b0e-90be-ca1ec9445eb5,532714,Stephen Hamilton,16,Shampoo,Beauty,Cash,17,29.44,1981-09-13 14:07,Lesotho,West Michael4,www.microcenter.com/Optimized even-keeled matrices/,23375,N,payment failed
ad9584db-9a54-4f29-8d63-a00e50e97dd7,187214,Suzanne Williams,231,Pet Cleaning Wipes,Pet Supplies,Cash,1,95.21,2023-03-07 08:13,China,Matthewfurt5,www.shopify.com/Horizontal attitude-oriented secured line/,31084,N,payment failed
e7a3f2ed-3667-4db8-a50a-6dc9db4ac3e3,342687,Ronald Martin,120,Fishing Tackle,Outdoors,Credit,14,59.83,1980-02-14 04:09,Somalia,Loganmouth9,www.bestbuy.com/Multi-tiered multi-tasking protocol/,74976,N,insufficient funds
eeb1b1c8-bcbb-42f8-a574-e147c87f542b,746580,Christina Watson,96,Mission: Impossible – Fallout,Video & Blu-ray,Credit,8,195.6,1988-07-16 01:57,Algeria,South Tanya3,www.ebay.com/Advanced transitional process improvement/,57720,N,insufficient funds
596f5d78-f107-4a87-bb05-53aa7571180c,429785,Rita Mccarty,32,intense poetry,Fine Art,Credit,20,111.86,1992-07-05 13:22,Paraguay,New Brad7,www.amazon.com/Quality-focused solution-oriented open system/,28659,Y,card declined
54f73a69-a3ff-43a2-b4b3-49e6b38c94c6,584999,Kenneth Porter,32,Inception,Video & Blu-ray,Debit,3,83.66,1998-03-25 18:17,Dominican Republic,New Georgeview10,www.amazon.com/Fully-configurable executive intranet/,69426,N,network timeout
1cf8a038-ffa4-4d03-8b5e-036ad4212fc2,936256,Andrea Garner,7,big ben,Music & DVD,Debit,15,18.7,2019-03-23 06:54,Finland,New Christopherburgh7,www.amazon.com/Operative 6thgeneration flexibility/,77691,N,insufficient funds
14ecc3d7-5527-4cb4-ae9d-5b685fea09e1,194890,Anthony Anderson,36,blue fuzzy blanket,Home & Garden,Credit,1,110.48,1996-08-27 19:06,Central African Republic,Brandonfort7,www.target.com/Multi-layered 5thgeneration software/,18222,N,insufficient funds
7cb7bc2d-d257-433d-8d8f-05caab9eb3f6,298855,Adam Joseph,176,Pet Brush,Pet Supplies,Cash,11,93.71,2000-07-31 00:08,Lao People's Democratic Republic,North Bruce9,www.overstock.com/Persistent stable conglomeration/,25441,Y,card declined
751d70db-efd6-4620-b4f7-4ae52e994e40,304606,Matthew Mitchell,24,drums,Musical Instruments,Cash,2,148.41,2016-11-11 08:17,Swaziland,Lake Carolmouth9,www.flipkart.com/Enhanced optimal analyzer/,67879,N,network timeout
09b3e0cb-d05f-481e-9f45-171541f531bf,487092,Valerie Fox,18,Crime and Punishment,Books,Credit,15,116.17,1995-04-25 03:18,Puerto Rico,Bowmanfort2,www.zappos.com/Switchable background hub/,65318,N,card declined
561613d8-3e7d-46c4-ab4c-c17a3ecb6ea3,627625,Justin Clark,6,red plush throw pillow,Home & Garden,Debit,14,157.17,1991-08-18 12:16,Finland,Rodriguezville7,www.bestbuy.com/Decentralized high-level alliance/,24667,Y,insufficient funds
dc781fc3-2cc0-42e6-aea6-899dc292f170,201230,Angela Garcia,40,Cooler,Outdoors,Cash,1,154.6,1975-01-20 19:49,Sao Tome and Principe,New Ryanburgh1,www.flipkart.com/Re-engineered contextually-based software/,94652,N,insufficient funds
c5e715d6-8e70-40f1-a975-67e1b1c1bb14,925272,Diane Garcia,6,oven,Electronics,Cash,15,11.65,2018-11-25 08:17,Brunei Darussalam,Kleinbury6,www.target.com/Managed reciprocal secured line/,93880,Y,card declined
18dcd77c-be36-460d-8840-ae8c9b755293,621072,Daniel White,50,Backpack,Outdoors,Debit,5,121.29,1995-05-04 00:41,North Macedonia,North Anthony4,www.overstock.com/Advanced well-modulated complexity/,40824,Y,payment failed
1a7a0be8-2cbd-4518-99a0-e31f031525ed,661998,Cory Lowe,9,Paper,Office Products,Debit,3,120.5,2002-07-13 17:28,Djibouti,East Ashley4,www.shopify.com/Universal maximized data-warehouse/,30013,Y,network timeout
dd4b2608-a801-4163-8d60-3fa2b4d608b3,575953,Leslie Bates,60,Android,Software,Debit,4,130.36,1984-03-12 16:35,British Indian Ocean Territory (Chagos Archipelago),Dylanport7,www.microcenter.com/Streamlined system-worthy moratorium/,83218,Y,payment failed
2d96a3b8-f702-4327-834a-a73af1b91e84,538940,Edward Walsh,56,Baseball Bat,Toys & Games,Credit,9,50.96,1991-01-23 13:17,Belgium,Karlstad3,www.walmart.com/Programmable 24hour budgetary management/,32142,N,card declined
78565a6b-2396-4248-a49f-da6f8e40a5dc,376765,Shannon Bridges,6,red plush throw pillow,Home & Garden,Debit,19,62.95,1979-03-19 15:12,South Africa,West Rachelhaven3,www.flipkart.com/Cross-group bandwidth-monitored infrastructure/,89143,Y,card declined
91bc7ba4-b570-4474-9f45-765dc0ee03a4,208733,Andrew Nguyen,42,vanilla candle,Home & Garden,Cash,9,98.24,2010-08-02 01:49,Malawi,Mayershire5,www.etsy.com/User-centric user-facing info-mediaries/,78161,N,card declined
834b5e7d-a191-4a49-9b5c-fe26737cd13d,123833,Alexis Cooper MD,49,Save Willy,Music & DVD,Credit,11,73.53,2023-08-28 05:34,Latvia,Wendybury4,www.overstock.com/Enhanced didactic portal/,11167,Y,network timeout
ed61ba4a-5902-4e4f-bf2a-de1be55e07e7,526308,Colin Watkins,5,fish oil,Health & Personal Care,Debit,13,133.62,2024-07-08 12:02,Falkland Islands (Malvinas),West Paul1,www.target.com/Cross-group value-added toolset/,15778,Y,insufficient funds
f10e0ad8-fd79-4e55-abbc-9d6bc36191b0,637989,Rhonda Williams,32,Inception,Video & Blu-ray,Credit,14,168.25,2017-01-26 14:38,Algeria,New Don4,www.walmart.com/User-centric stable projection/,16457,Y,network timeout
c252beeb-7bd7-41c0-8794-5378866d9c36,296899,Christopher York,192,Guardians of the Galaxy,Video & Blu-ray,Credit,3,39.89,2012-03-19 04:31,Nauru,Port Bradley8,www.newegg.com/Multi-channeled content-based Internet solution/,89265,N,payment failed
7cc3fa74-0f74-47d6-be15-688573b3b508,341806,Oscar Petty,30,white fuzzy blanket,Home & Garden,Debit,5,63.34,1995-09-16 14:01,Antarctica (the territory South of 60 deg S),Susanview6,www.flipkart.com/Universal upward-trending customer loyalty/,42914,N,network timeout
130c7f4b-daba-4110-9b06-0fb790e2b80a,714805,Angela Holmes,6,oven,Electronics,Credit,14,126.84,2015-01-09 21:54,Afghanistan,Williamview1,www.amazon.com/Implemented client-server strategy/,44701,Y,network timeout
e46fc3bb-7389-4504-9ac4-c30b7bb047b6,524549,Charles Rodriguez,20,The Lord of the Rings,Books,Cash,4,174.84,2012-11-04 22:14,United States Virgin Islands,North Zacharyberg9,www.ebay.com/Optional actuating synergy/,57973,Y,insufficient funds
f39930a1-e5ed-495d-9ec1-ce8d795f175a,603716,Samantha Price,9,toaster,Electronics,Debit,8,126.61,1984-01-13 21:13,Dominica,Christinastad5,www.wayfair.com/Cross-platform full-range moratorium/,40273,Y,insufficient funds
6002cdf5-e46e-40d9-a3d7-1ca5cf46e2aa,203136,Jennifer Schaefer,32,intense poetry,Fine Art,Credit,6,12.73,1990-06-18 01:03,French Southern Territories,South Nicoleside9,www.shopify.com/Intuitive dedicated conglomeration/,21267,Y,payment failed
993afa9f-8ba8-4e3c-afb7-c355e9d3ed7f,879889,Jason Anderson,42,The other woman,Music & DVD,Credit,19,111.89,1977-03-17 12:39,Holy See (Vatican City State),West Christopherborough7,www.shopify.com/Focused tangible open system/,61631,Y,card declined
891e4202-6adc-4852-8109-7825ccea0f79,903247,Lisa Hutchinson,8,guitar,Musical Instruments,Debit,14,63.1,2010-02-25 09:00,Ireland,Raymouth4,www.overstock.com/Stand-alone hybrid Local Area Network/,73832,Y,card declined
