37,30,Emma Goldman,6,large crate,crates,apple_pay,7,136.39,2024-01-24 17:52:34,United States,Portland,onpdg.com,2984885231,True,
38,28,Henry Kissinger,5,medium crate,crates,apple_pay,1,76.5,2024-01-16 07:16:22,United States,Flagstaff,petsmart.com,1553314173,True,
39,11,Charles Darwin,16,long leash,leash,google_pay,6,19.42,2024-01-21 19:23:09,United States,Sedona,onpdg.com,7827544706,True,
40,28,Henry Kissinger,2,rope,toy,google_pay,13,12.6,2024-02-11 07:39:40,United States,Flagstaff,chewy.com,4195546647,True,
41,18,George H.W. Bush,1,chew toy,toy,apple_pay,15,10.25,2024-02-12 12:52:43,United States,Tulsa,chewy.com,2626515836,True,
42,40,Gilles Deleuze,10,vaccines,meds,google_pay,10,48.81,2024-02-02 10:11:00,Mexico,Ensenada,petsmart.com,4599710508,True,
43,4,Marie Curie,9,anti viral,meds,apple_pay,0,43.91,2024-02-20 22:25:28,Mexico,Oaxaca,chewy.com,1276525256,True,
44,24,Jean-Paul Sartre,16,long leash,leash,paypal,9,19.42,2024-01-19 09:02:27,Mexico,Puerto Vallarta,petsmart.com,9049427312,True,
45,18,George H.W. Bush,8,diet pills,meds,credit_card,13,58.49,2024-01-10 01:45:41,United States,Tulsa,petsmart.com,5979536719,True,
46,16,Simone de Beauvoir,1,chew toy,toy,paypal,11,10.25,2024-01-23 09:36:28,United States,Pocatello,amazon.com,3382771371,True,
47,1,Edward Said,2,rope,toy,paypal,15,12.6,2024-01-11 01:32:35,United States,Carson City,chewy.com,5634941091,True,
48,24,Jean-Paul Sartre,6,large bed,bed,credit_card,14,82.12,2024-01-05 14:23:59,Mexico,Puerto Vallarta,amazon.com,9828326819,True,
49,5,Charles Darwin,6,large crate,crates,credit_card,14,136.39,2024-01-11 05:25:44,United States,Pocatello,amazon.com,3875918523,True,
50,36,Simone de Beauvoir,2,rope,toy,apple_pay,15,12.6,2024-02-22 20:58:24,United States,San Antonio,petsmart.com,5705725258,True,
51,24,Jean-Paul Sartre,15,medium leash,leash,apple_pay,14,27.27,2024-02-09 23:25:48,Mexico,Puerto Vallarta,petsmart.com,8715769512,True,
52,47,Angela Davis,8,diet pills,meds,google_pay,14,58.49,2024-01-11 23:37:33,Canada,Vancouver,amazon.com,5404272455,True,
53,11,Charles Darwin,5,medium crate,crates,paypal,8,76.5,2024-01-21 04:49:11,United States,Sedona,petsmart.com,4873414094,True,
54,41,Bernie Sanders,8,diet pills,meds,credit_card,11,58.49,2024-02-13 02:16:56,United States,Los Angeles,amazon.com,8976430476,True,
55,30,Emma Goldman,4,small bed,bed,paypal,0,58.3,2024-03-01 04:43:39,United States,Portland,petsmart.com,7468681184,True,
56,39,Charles Darwin,8,diet pills,meds,paypal,4,58.49,2024-02-01 20:24:05,United States,Santa Ana,chewy.com,7183124772,True,
57,21,Simone de Beauvoir,15,medium leash,leash,credit_card,4,27.27,2024-02-23 10:43:44,United States,Winston-Salem,onpdg.com,8623956494,True,
58,10,Isaac Newton,4,small dog,food,credit_card,4,22.23,2024-02-19 15:44:53,United States,Flagstaff,chewy.com,4676107407,True,
59,11,Charles Darwin,2,rope,toy,paypal,4,12.6,2024-01-02 08:24:17,United States,Sedona,petsmart.com,6943247664,True,
60,4,Marie Curie,5,medium bed,bed,paypal,3,51.93,2024-02-24 17:33:36,Mexico,Oaxaca,onpdg.com,7977936508,True,
61,40,Gilles Deleuze,9,anti viral,meds,credit_card,6,43.91,2024-02-06 15:01:43,Mexico,Ensenada,petsmart.com,4173490600,True,
62,3,Isaac Newton,4,small crate,crates,paypal,0,92.76,2024-02-03 04:33:40,United States,Caldwell,petsmart.com,8150571417,True,
63,32,Hannah Arendt,5,medium dog,food,google_pay,14,46.81,2024-02-27 00:47:21,United States,Virginia Beach,amazon.com,6962155446,True,
64,10,Isaac Newton,5,medium bed,bed,credit_card,10,51.93,2024-01-09 15:08:29,United States,Flagstaff,onpdg.com,7178499356,True,
65,38,Plato,16,long leash,leash,credit_card,12,19.42,2024-01-04 12:42:53,United States,Pocatello,petsmart.com,2093578206,True,
66,45,Greta Thunberg,9,anti viral,meds,credit_card,3,43.91,2024-02-05 11:46:57,Mexico,Guadalajara,amazon.com,5303803005,True,
67,29,Simone de Beauvoir,3,stuffed animal,toy,google_pay,5,12.01,2024-01-20 22:36:38,United States,San Antonio,amazon.com,1906202903,True,
68,50,Harry Wallace,14,short leash,leash,paypal,10,12.9,2024-02-12 18:32:22,United States,St. George,onpdg.com,8346679899,True,
69,28,Henry Kissinger,6,large crate,crates,paypal,9,136.39,2024-01-13 18:27:08,United States,Flagstaff,onpdg.com,9489784534,True,
70,13,Sigmund Freud,4,small crate,crates,credit_card,10,92.76,2024-02-06 03:08:48,United States,Phoenix,onpdg.com,3522508517,True,
71,16,Simone de Beauvoir,1,chew toy,toy,google_pay,1,10.25,2024-02-05 21:39:56,United States,Pocatello,chewy.com,7498038458,True,
72,22,Noam Chomsky,2,rope,toy,google_pay,15,12.6,2024-02-27 09:17:48,United States,Moscow,chewy.com,8183844008,True,
73,23,Slavoj Zizek,6,large crate,crates,apple_pay,0,136.39,2024-01-04 22:14:55,United States,Tulsa,petsmart.com,3687928029,True,
74,45,Greta Thunberg,14,short leash,leash,google_pay,13,12.9,2024-01-17 10:34:29,Mexico,Guadalajara,amazon.com,6526024951,True,
75,34,Slavoj Zizek,2,rope,toy,google_pay,8,12.6,2024-01-25 09:24:54,United States,Los Angeles,chewy.com,5165708336,True,
76,32,Hannah Arendt,6,large bed,bed,google_pay,14,82.12,2024-01-20 13:36:37,United States,Virginia Beach,onpdg.com,8887646801,True,
77,47,Angela Davis,15,medium leash,leash,apple_pay,11,27.27,2024-02-03 20:42:44,Canada,Vancouver,petsmart.com,1738775714,True,
78,41,Bernie Sanders,16,long leash,leash,paypal,1,19.42,2024-02-28 09:48:52,United States,Los Angeles,amazon.com,4662318363,True,
79,11,Charles Darwin,9,anti viral,meds,apple_pay,9,43.91,2024-02-16 22:32:56,United States,Sedona,chewy.com,5207669834,True,
80,12,Harry Wallace,14,short leash,leash,paypal,12,12.9,2024-01-25 16:48:47,United States,San Diego,petsmart.com,3793925607,True,
81,16,Simone de Beauvoir,1,chew toy,toy,google_pay,3,10.25,2024-01-26 11:48:02,United States,Pocatello,chewy.com,7658112778,True,
82,48,Henry Kissinger,14,short leash,leash,google_pay,6,12.9,2024-02-11 20:38:13,Mexico,Guadalajara,amazon.com,8394732672,True,
83,25,Bill Clinton,4,small crate,crates,credit_card,7,92.76,2024-01-05 11:43:54,United States,Flagstaff,petsmart.com,6845778950,True,
84,31,Henry Kissinger,3,stuffed animal,toy,apple_pay,2,12.01,2024-01-18 21:08:33,United States,San Francisco,chewy.com,2947476936,True,
85,44,Gilles Deleuze,6,large dog,food,apple_pay,10,30.93,2024-01-23 18:49:07,United States,Henderson,chewy.com,7885080578,True,
86,42,Gilles Deleuze,6,large bed,bed,credit_card,2,82.12,2024-02-28 08:58:26,United States,St. George,amazon.com,6220131209,True,
87,16,Simone de Beauvoir,6,large crate,crates,google_pay,4,136.39,2024-01-05 09:52:51,United States,Pocatello,amazon.com,1342242791,True,
88,36,Simone de Beauvoir,9,anti viral,meds,credit_card,13,43.91,2024-01-21 08:49:48,United States,San Antonio,chewy.com,6362756998,False,insufficient funds
89,6,Jean-Paul Sartre,2,rope,toy,credit_card,7,12.6,2024-02-21 06:11:05,United States,Flagstaff,chewy.com,4975455350,True,
90,41,Bernie Sanders,9,anti viral,meds,apple_pay,12,43.91,2024-02-02 11:38:33,United States,Los Angeles,petsmart.com,2667429182,True,
91,38,Plato,5,medium bed,bed,google_pay,2,51.93,2024-01-25 13:29:33,United States,Pocatello,onpdg.com,7680210014,True,
92,16,Simone de Beauvoir,1,chew toy,toy,credit_card,11,10.25,2024-02-02 23:12:14,United States,Pocatello,amazon.com,2815384320,True,
93,22,Noam Chomsky,6,large dog,food,credit_card,5,30.93,2024-02-05 04:44:52,United States,Moscow,petsmart.com,6285775946,True,
94,29,Simone de Beauvoir,6,large bed,bed,paypal,14,82.12,2024-02-04 08:40:10,United States,San Antonio,amazon.com,1506774129,True,
95,33,Noam Chomsky,14,short leash,leash,google_pay,6,12.9,2024-02-24 03:03:11,United States,Tampa,onpdg.com,3226786204,True,
96,44,Gilles Deleuze,3,stuffed animal,toy,paypal,10,12.01,2024-02-25 17:49:23,United States,Henderson,amazon.com,7419455385,True,
97,29,Simone de Beauvoir,15,medium leash,leash,paypal,7,27.27,2024-02-22 17:08:39,United States,San Antonio,onpdg.com,4818510087,True,
98,30,Emma Goldman,6,large bed,bed,paypal,6,82.12,2024-02-20 02:51:37,United States,Portland,onpdg.com,1131981543,True,
99,42,Gilles Deleuze,16,long leash,leash,apple_pay,14,19.42,2024-02-05 02:42:31,United States,St. George,onpdg.com,6504091554,True,
100,1,Edward Said,3,stuffed animal,toy,paypal,7,12.01,2024-01-06 08:10:28,United States,Carson City,chewy.com,4939875487,True,
101,9,Aristotle,14,short leash,leash,google_pay,15,12.9,2024-01-22 21:19:12,United States,Twin Falls,onpdg.com,3868406530,True,
102,17,Noam Chomsky,8,diet pills,meds,google_pay,10,58.49,2024-02-27 21:09:38,United States,San Bernadino,petsmart.com,3580699304,True,
103,39,Charles Darwin,15,medium leash,leash,credit_card,3,27.27,2024-03-01 17:01:50,United States,Santa Ana,onpdg.com,3309234596,True,
104,33,Noam Chomsky,5,medium bed,bed,apple_pay,6,51.93,2024-02-18 14:38:41,United States,Tampa,petsmart.com,8971354833,True,
105,39,Charles Darwin,16,long leash,leash,paypal,15,19.42,2024-02-24 17:03:29,United States,Santa Ana,onpdg.com,6511654641,True,
106,7,Plato,14,short leash,leash,credit_card,THisISN't a GoOd RoW,12.9,2024-02-22 04:33:31,Mexico,Tijuana,amazon.com,4891079850,True,
107,12,Harry Wallace,9,anti viral,meds,paypal,10,43.91,2024-01-14 21:15:26,United States,San Diego,chewy.com,9141863228,True,
108,5,Charles Darwin,3,stuffed animal,toy,google_pay,4,12.01,2024-02-26 04:22:31,United States,Pocatello,petsmart.com,5755289492,True,
109,4,Marie Curie,4,small crate,crates,apple_pay,0,92.76,2024-01-10 04:36:36,Mexico,Oaxaca,onpdg.com,4472056097,True,
110,36,Simone de Beauvoir,6,large crate,crates,paypal,12,136.39,2024-02-05 04:59:37,United States,San Antonio,petsmart.com,4701602516,True,
111,11,Charles Darwin,14,short leash,leash,paypal,2,12.9,2024-02-09 15:58:05,United States,Sedona,amazon.com,6981752414,True,
112,17,Noam Chomsky,4,small crate,crates,apple_pay,13,92.76,2024-01-02 07:07:27,United States,San Bernadino,petsmart.com,6113195636,True,
113,25,Bill Clinton,6,large crate,crates,google_pay,13,136.39,2024-01-15 18:38:14,United States,Flagstaff,amazon.com,4469450058,True,
114,36,Simone de Beauvoir,6,large crate,crates,google_pay,1,136.39,2024-01-24 02:51:18,United States,San Antonio,onpdg.com,5661791560,True,
115,43,Henry Kissinger,1,chew toy,toy,credit_card,10,10.25,2024-01-08 21:22:51,United States,Portland,amazon.com,6193070335,True,
116,44,Gilles Deleuze,9,anti viral,meds,credit_card,14,43.91,2024-01-05 15:24:38,United States,Henderson,amazon.com,3280967499,True,
117,15,Socrates,6,large crate,crates,credit_card,4,136.39,2024-02-27 20:58:16,United States,Las Vegas,amazon.com,1007014568,True,
118,1,Edward Said,16,long leash,leash,apple_pay,0,19.42,2024-01-30 08:15:02,United States,Carson City,onpdg.com,2097835500,True,
119,24,Jean-Paul Sartre,6,large dog,food,credit_card,8,30.93,2024-02-12 12:06:40,Mexico,Puerto Vallarta,petsmart.com,9067155471,True,
120,50,Harry Wallace,14,short leash,leash,google_pay,14,12.9,2024-01-30 12:26:44,United States,St. George,onpdg.com,7006515756,True,
121,2,Judith Butler,14,short leash,leash,paypal,12,12.9,2024-01-16 04:53:31,Canada,Toronto,onpdg.com,1059582035,True,
122,4,Marie Curie,6,large bed,bed,apple_pay,1,82.12,2024-01-28 06:15:20,Mexico,Oaxaca,petsmart.com,1425583744,True,
123,38,Plato,4,small crate,crates,credit_card,14,92.76,2024-02-20 12:23:13,United States,Pocatello,onpdg.com,9516094339,True,
124,19,Louis Pasteur,THisISN't a GoOd RoW,medium dog,food,credit_card,12,46.81,2024-02-04 09:56:50,United States,Las Vegas,petsmart.com,7186235727,True,
125,10,Isaac Newton,1,chew toy,toy,credit_card,15,10.25,2024-03-01 02:06:37,United States,Flagstaff,chewy.com,8266020693,True,
126,26,Marie Curie,5,medium dog,food,paypal,2,46.81,2024-02-05 16:42:32,United States,Seattle,chewy.com,2076235235,True,
127,39,Charles Darwin,6,large dog,food,credit_card,15,30.93,2024-01-07 04:13:39,United States,Santa Ana,amazon.com,4762621230,True,
128,4,Marie Curie,6,large dog,food,paypal,1,30.93,2024-02-18 04:46:38,Mexico,Oaxaca,amazon.com,9648173355,True,
129,44,Gilles Deleuze,6,large dog,food,google_pay,5,30.93,2024-02-27 10:45:35,United States,Henderson,amazon.com,7177614491,True,
130,9,Aristotle,14,short leash,leash,google_pay,4,12.9,2024-01-14 18:21:35,United States,Twin Falls,onpdg.com,5193891721,True,
131,36,Simone de Beauvoir,15,medium leash,leash,apple_pay,2,27.27,2024-01-16 20:08:54,United States,San Antonio,onpdg.com,8476163435,True,
132,44,Gilles Deleuze,14,short leash,leash,paypal,3,12.9,2024-02-08 13:47:09,United States,Henderson,amazon.com,3411736651,True,
133,31,Henry Kissinger,5,medium crate,crates,paypal,13,76.5,2024-01-11 05:12:16,United States,San Francisco,onpdg.com,2682719067,True,
134,26,Marie Curie,14,short leash,leash,google_pay,8,12.9,2024-01-21 06:14:17,United States,Seattle,onpdg.com,5964266011,True,
135,7,Plato,3,stuffed animal,toy,apple_pay,0,12.01,2024-01-04 00:53:31,Mexico,Tijuana,chewy.com,3200845650,True,
136,42,Gilles Deleuze,6,large bed,bed,apple_pay,5,82.12,2024-02-05 18:57:39,United States,St. George,amazon.com,3369712355,True,
137,11,Charles Darwin,3,stuffed animal,toy,paypal,5,12.01,2024-01-27 19:46:51,United States,Sedona,petsmart.com,5002057462,True,
138,42,Gilles Deleuze,16,long leash,leash,paypal,11,19.42,2024-01-13 11:50:30,United States,St. George,onpdg.com,3634796850,True,
139,7,Plato,4,small bed,bed,paypal,1,58.3,2024-01-12 19:04:20,Mexico,Tijuana,onpdg.com,6245334870,True,
140,16,Simone de Beauvoir,9,anti viral,meds,google_pay,13,43.91,2024-01-01 00:43:38,United States,Pocatello,petsmart.com,8101718294,True,
141,17,Noam Chomsky,6,large bed,bed,credit_card,11,82.12,2024-02-06 22:10:35,United States,San Bernadino,onpdg.com,1156151380,True,
142,17,Noam Chomsky,7,antibiotics,meds,credit_card,0,21.85,2024-01-26 10:42:21,United States,San Bernadino,petsmart.com,4929806457,True,
143,44,Gilles Deleuze,6,large dog,food,credit_card,3,30.93,2024-01-07 06:47:14,United States,Henderson,chewy.com,4891825192,True,
144,29,Simone de Beauvoir,6,large crate,crates,credit_card,0,136.39,2024-02-27 15:08:05,United States,San Antonio,amazon.com,5957253580,True,
145,21,Simone de Beauvoir,6,large dog,food,apple_pay,12,30.93,2024-02-16 20:10:09,United States,Winston-Salem,chewy.com,1627272675,True,
146,10,Isaac Newton,4,small dog,food,credit_card,9,22.23,2024-02-21 08:12:25,United States,Flagstaff,chewy.com,7391356327,True,
147,27,Bill Clinton,4,small crate,crates,google_pay,8,92.76,2024-02-14 18:06:04,United States,Scottsdale,amazon.com,2757988751,True,
148,34,Slavoj Zizek,2,rope,toy,apple_pay,7,12.6,2024-02-08 21:28:58,United States,Los Angeles,chewy.com,5064535245,True,
149,1,Edward Said,5,medium crate,crates,credit_card,2,76.5,2024-01-12 14:34:59,United States,Carson City,onpdg.com,3591574336,True,
150,3,Isaac Newton,5,medium dog,food,paypal,4,46.81,2024-02-06 10:18:10,United States,Caldwell,chewy.com,8251663223,True,
151,44,Gilles Deleuze,5,medium bed,bed,paypal,11,51.93,2024-02-06 07:58:55,United States,Henderson,petsmart.com,9481831104,True,
152,29,Simone de Beauvoir,2,rope,toy,apple_pay,14,12.6,2024-02-16 10:45:55,United States,San Antonio,petsmart.com,5781142622,True,
153,8,Elizabeth Warren,9,anti viral,meds,google_pay,2,43.91,2024-01-23 15:55:16,United States,Los Angeles,chewy.com,7927110038,True,
154,48,Henry Kissinger,9,anti viral,meds,credit_card,2,43.91,2024-01-26 06:50:01,Mexico,Guadalajara,amazon.com,6408790924,True,
155,19,Louis Pasteur,7,antibiotics,meds,apple_pay,13,21.85,2024-02-26 13:57:50,United States,Las Vegas,amazon.com,7460493166,True,
156,46,Greta Thunberg,4,small bed,bed,google_pay,9,58.3,2024-01-31 10:18:37,United States,Tampa,onpdg.com,4046786893,True,
157,5,Charles Darwin,4,small crate,crates,paypal,10,92.76,2024-01-11 03:44:07,United States,Pocatello,onpdg.com,4741171522,True,
158,33,Noam Chomsky,10,vaccines,meds,credit_card,5,48.81,2024-01-15 20:40:56,United States,Tampa,amazon.com,3238973272,True,
159,29,Simone de Beauvoir,3,stuffed animal,toy,apple_pay,15,12.01,2024-02-16 19:43:51,United States,San Antonio,chewy.com,3057153495,True,
160,41,Bernie Sanders,3,stuffed animal,toy,apple_pay,1,12.01,2024-02-04 20:37:13,United States,Los Angeles,petsmart.com,8120261796,True,
161,18,George H.W. Bush,2,rope,toy,paypal,0,12.6,2024-01-15 10:33:50,United States,Tulsa,petsmart.com,2890109086,True,
162,29,Simone de Beauvoir,9,anti viral,meds,apple_pay,10,43.91,2024-01-05 04:00:27,United States,San Antonio,chewy.com,7118073829,True,
163,24,Jean-Paul Sartre,1,chew toy,toy,google_pay,9,10.25,2024-02-09 20:15:59,Mexico,Puerto Vallarta,chewy.com,2109214329,True,
164,49,Ronald Reagan,5,medium dog,food,credit_card,4,46.81,2024-01-21 17:20:57,United States,Ogden,amazon.com,4759501057,True,
165,47,Angela Davis,3,stuffed animal,toy,paypal,11,12.01,2024-01-05 21:31:02,Canada,Vancouver,amazon.com,1396991795,True,
166,6,Jean-Paul Sartre,10,vaccines,meds,apple_pay,14,48.81,2024-01-16 13:07:35,United States,Flagstaff,petsmart.com,6392511819,True,
167,28,Henry Kissinger,6,large bed,bed,google_pay,15,82.12,2024-01-18 16:15:27,United States,Flagstaff,amazon.com,6407302814,True,
168,48,Henry Kissinger,6,large dog,food,paypal,9,30.93,2024-02-10 16:59:35,Mexico,Guadalajara,chewy.com,5014125861,True,
169,14,Emma Goldman,10,vaccines,meds,apple_pay,13,48.81,2024-02-16 21:11:24,Mexico,Puerto Vallarta,chewy.com,3176365009,True,
170,24,Jean-Paul Sartre,5,medium bed,bed,google_pay,5,51.93,2024-02-15 21:18:23,Mexico,Puerto Vallarta,onpdg.com,4610430082,True,
171,15,Socrates,5,medium crate,crates,credit_card,3,76.5,2024-01-22 21:50:57,United States,Las Vegas,amazon.com,8316946200,True,
172,42,Gilles Deleuze,2,rope,toy,google_pay,10,12.6,2024-01-31 06:59:06,United States,St. George,chewy.com,5431849437,True,
173,35,George W. Bush,2,rope,toy,paypal,9,12.6,2024-02-08 05:17:12,United States,Phoenix,petsmart.com,1917193084,True,
174,31,Henry Kissinger,5,medium bed,bed,google_pay,7,51.93,2024-02-06 16:21:46,United States,San Francisco,petsmart.com,8386469123,True,
175,10,Isaac Newton,8,diet pills,meds,google_pay,6,58.49,2024-01-01 07:57:06,United States,Flagstaff,chewy.com,3840770922,True,
176,20,Rosa Luxemburg,6,large bed,bed,credit_card,BOOM!,82.12,2024-01-05 07:42:44,United States,Carson City,onpdg.com,2950297099,True,
177,25,Bill Clinton,8,diet pills,meds,paypal,6,58.49,2024-02-18 08:16:01,United States,Flagstaff,petsmart.com,5639135658,True,
178,21,Simone de Beauvoir,6,large dog,food,apple_pay,10,30.93,2024-01-29 22:46:33,United States,Winston-Salem,chewy.com,7084098753,True,
179,35,George W. Bush,2,rope,toy,google_pay,8,12.6,2024-02-27 11:26:06,United States,Phoenix,chewy.com,5949208121,True,
180,32,Hannah Arendt,5,medium bed,bed,credit_card,12,51.93,2024-02-29 11:24:15,United States,Virginia Beach,amazon.com,4470947570,True,
181,21,Simone de Beauvoir,10,vaccines,meds,credit_card,9,48.81,2024-01-15 23:18:05,United States,Winston-Salem,petsmart.com,3158670167,True,
182,40,Gilles Deleuze,5,medium dog,food,apple_pay,0,46.81,2024-02-11 06:53:16,Mexico,Ensenada,amazon.com,3401209805,True,
183,48,Henry Kissinger,5,medium dog,food,apple_pay,6,46.81,2024-02-09 00:33:46,Mexico,Guadalajara,amazon.com,7357296719,True,
184,24,Jean-Paul Sartre,1,chew toy,toy,paypal,9,10.25,2024-01-03 23:02:01,Mexico,Puerto Vallarta,chewy.com,3197393457,True,
185,41,Bernie Sanders,5,medium bed,bed,credit_card,2,51.93,2024-02-18 18:53:43,United States,Los Angeles,onpdg.com,5907995237,True,
186,5,Charles Darwin,4,small bed,bed,apple_pay,12,58.3,2024-01-13 05:30:25,United States,Pocatello,onpdg.com,1963072506,True,
187,2,Judith Butler,3,stuffed animal,toy,paypal,14,12.01,2024-02-23 20:22:14,Canada,Toronto,chewy.com,6096077278,True,
188,29,This is a bad row,5,medium dog,food,credit_card,4,46.81,2024-02-09 04:32:12,United States,San Antonio,chewy.com,2852517413,True,
189,40,Gilles Deleuze,5,medium crate,crates,paypal,0,76.5,2024-01-08 08:36:01,Mexico,Ensenada,amazon.com,2934760821,True,
190,17,Noam Chomsky,4,small crate,crates,paypal,2,92.76,2024-01-08 13:40:21,United States,San Bernadino,onpdg.com,1761619493,True,
191,11,Charles Darwin,9,anti viral,meds,google_pay,6,43.91,2024-01-31 17:47:12,United States,Sedona,petsmart.com,7252526846,True,
192,11,Charles Darwin,10,vaccines,meds,apple_pay,8,48.81,2024-02-25 07:31:04,United States,Sedona,petsmart.com,8948626872,True,
193,25,Bill Clinton,7,antibiotics,meds,google_pay,13,21.85,2024-03-02 23:06:04,United States,Flagstaff,chewy.com,6275236952,True,
194,9,Aristotle,6,large crate,crates,paypal,8,136.39,2024-01-22 05:17:12,United States,Twin Falls,petsmart.com,8580261628,True,
195,5,Charles Darwin,5,medium dog,food,google_pay,6,46.81,2024-02-27 06:11:55,United States,Pocatello,petsmart.com,9786616173,True,
196,29,Simone de Beauvoir,2,rope,toy,google_pay,13,12.6,2024-02-24 08:27:16,United States,San Antonio,chewy.com,9753330755,True,
197,12,Harry Wallace,8,diet pills,meds,google_pay,8,58.49,2024-01-06 03:46:58,United States,San Diego,petsmart.com,6357164987,True,
198,34,Slavoj Zizek,4,small dog,food,google_pay,1,22.23,2024-01-30 18:46:52,United States,Los Angeles,chewy.com,5300452399,True,
